High School Name, Code, State ,
MABEL CANTON HIGH SCHOOL,241440,MN,
MACCRAY HIGH SCHOOL,240455,MN,
MADELIA JUNIOR SENIOR HIGH SCHOOL,241445,MN,
MAHNOMEN HIGH SCHOOL,241460,MN,
MAHTOMEDI DIGITAL LEARNING ACADEMY,241461,MN,
MAHTOMEDI HIGH SCHOOL,241465,MN,
MAIN STREET SCHOOL OF PERFORMING ARTS,241157,MN,
MANKATO EAST HIGH SCHOOL,241484,MN,
MANKATO WEST HIGH SCHOOL,241485,MN,
MAPLE GROVE SENIOR HIGH SCHOOL,241489,MN,
MAPLE LAKE HIGH SCHOOL,241490,MN,
MAPLE RIVER HIGH SCHOOL,241495,MN,
MAPLEWOOD ACADEMY,241180,MN,
MARANATHA CHRISTIAN ACADEMY,240267,MN,
MARSHALL COUNTY CENTRAL HIGH SCHOOL,241810,MN,
MARSHALL SCHOOL,240640,MN,
MARSHALL SENIOR HIGH SCHOOL,241510,MN,
MARTIN COUNTY WEST HIGH SCHOOL,242380,MN,
MARTIN LUTHER HIGH SCHOOL,241862,MN,
MATH AND SCIENCE ACADEMY,242739,MN,
MAYO HIGH SCHOOL,242103,MN,
MCGREGOR HIGH SCHOOL,241530,MN,
MEDFORD HIGH SCHOOL,241545,MN,
MELROSE AREA HIGH SCHOOL,241550,MN,
MEMORIAL SENIOR HIGH SCHOOL,240745,MN,
MENAHGA HIGH SCHOOL,241555,MN,
MENLO PARK ALTERNATIVE SCHOOL,241626,MN,
MERC ALTERNATIVE HIGH SCHOOL,241621,MN,
MESABI ACADEMY,240355,MN,
MESABI EAST HIGH SCHOOL,240120,MN,
MESABI RANGE CMTY TECH COLLEGE,6432,MN,
MILACA HIGH SCHOOL,241570,MN,
MINISINAAKWAANG LEADERSHIP ACADEMY,241531,MN,
MINNEAPOLIS URBAN LEAGUE STREET ACADEMY,241691,MN,
MINNEHAHA ACADEMY,241625,MN,
MINNEOTA HIGH SCHOOL,241705,MN,
MINNESOTA ACADEMY OF MATHEMATICS AND SCIENCE,242718,MN,
MINNESOTA CENTER OF ONLINE LEARNING,241161,MN,
MINNESOTA INTERNSHIP CENTER CHARTER SCHOOL,241602,MN,
MINNESOTA NEW COUNTRY SCHOOL,241371,MN,
MINNESOTA NORTH STAR ACADEMY,242266,MN,
MINNESOTA ONLINE HIGH SCHOOL,241681,MN,
MINNESOTA STATE ACADEMY FOR THE BLIND,240807,MN,
MINNESOTA STATE ACADEMY FOR THE DEAF,240812,MN,
MINNESOTA TEEN CHALLENGE ACADEMY,241622,MN,
MINNESOTA TRANSITIONS TECHNOLOGY HIGH SCHOOL,241623,MN,
MINNESOTA VALLEY LUTHERAN HIGH SCHOOL,241826,MN,
MINNESOTA VIRTUAL ACADEMY HIGH SCHOOL,241808,MN,
MINNESOTA VIRTUAL HIGH SCHOOL,241633,MN,
MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,6945,MN,
MINNETONKA CHRISTIAN ACADEMY,241713,MN,
MINNETONKA HIGH SCHOOL,240780,MN,
MINNEWASKA AREA HIGH SCHOOL,240935,MN,
MONTEVIDEO SENIOR HIGH SCHOOL,241715,MN,
MONTICELLO HIGH SCHOOL,241725,MN,
MOORHEAD SENIOR HIGH SCHOOL,241735,MN,
MOOSE LAKE HIGH SCHOOL,241740,MN,
MORA HIGH SCHOOL,241745,MN,
MORRIS AREA HIGH SCHOOL,241755,MN,
MOUND WESTONKA HIGH SCHOOL,241775,MN,
MOUNDS PARK ACADEMY,242277,MN,
MOUNDS VIEW AREA LEARNING CENTER,242381,MN,
MOUNDS VIEW HIGH SCHOOL,241805,MN,
MOUNTAIN IRON BUHL HIGH SCHOOL,241780,MN,
MOUNTAIN LAKE CHRISTIAN,241784,MN,
MOUNTAIN LAKE PUBLIC SCHOOL,241785,MN,
MTS LEADERSHIP ACADEMY,241707,MN,
MTS MINNESOTA CONNECTIONS ACADEMY,241689,MN,
MURRAY COUNTY CENTRAL HIGH SCHOOL,242390,MN,
NASHWAUK-KEEWATIN HIGH SCHOOL,241795,MN,
NAY AH SHING HIGH SCHOOL,241903,MN,
NEVIS HIGH SCHOOL,241800,MN,
NEW CENTURY CHARTER SCHOOL,241181,MN,
NEW DOMINION ACADEMY,240126,MN,
NEW HEIGHTS CHARTER SCHOOL,242448,MN,
NEW LIFE ACADEMY,242740,MN,
NEW LONDON SPICER HIGH SCHOOL,241815,MN,
NEW PATHS AREA LEARNING CENTER,240552,MN,
NEW PRAGUE HIGH SCHOOL,241820,MN,
NEW ULM CHRISTIAN SCHOOL,241829,MN,
NEW ULM SENIOR HIGH SCHOOL,241830,MN,
NEW YORK MILLS HIGH SCHOOL,241840,MN,
NICOLLET HIGH SCHOOL,241845,MN,
NORMAN COUNTY EAST HIGH SCHOOL,242505,MN,
NORMAN COUNTY WEST HIGH SCHOOL,241025,MN,
NORMANDALE COMMUNITY COLLEGE,6501,MN,
NORTH BRANCH HIGH SCHOOL,241850,MN,
NORTH COMMUNITY HIGH ACADEMY ARTS & COMMUNICATIONS,241634,MN,
NORTH EDUCATION CENTER,242093,MN,
NORTH HENNEPIN COMMUNITY COLLEGE,6498,MN,
NORTH HIGH SCHOOL,241865,MN,
NORTH LAKES ACADEMY,240863,MN,
NORTH SENIOR ACADEMY,241630,MN,
NORTH SHORE CHRISTIAN ACADEMY,242297,MN,
NORTH STAR CHRISTIAN ACADEMY,241399,MN,
NORTH WOODS HIGH SCHOOL,240535,MN,
NORTHEAST METRO 916 AREA LEARNING CENTER,241392,MN,
NORTHEAST RANGE HIGH SCHOOL,240133,MN,
NORTHERN LIGHTS COMMUNITY SCHOOL,242619,MN,
NORTHFIELD HIGH SCHOOL,241855,MN,
NORTHLAND CHRISTIAN SCHOOL,242364,MN,
NORTHLAND CMTY & TECH COLLEGE,6500,MN,
NORTHLAND HIGH SCHOOL,242080,MN,
NORTHOME SCHOOL,241860,MN,
NORTHWEST PASSAGE HIGH SCHOOL,240531,MN,
NOVA CLASSICAL ACADEMY UPPER SCHOOL,242269,MN,
NRHEG HIGH SCHOOL,241825,MN,
OAK GROVE HIGH SCHOOL,242379,MN,
OGILVIE HIGH SCHOOL,241880,MN,
ONAMIA HIGH SCHOOL,241905,MN,
OPEN WORLD LEARNING COMMUNITY,242316,MN,
ORONO HIGH SCHOOL,241410,MN,
ORTONVILLE HIGH SCHOOL,241915,MN,
OSAKIS JUNIOR SENIOR HIGH SCHOOL,241920,MN,
OSSEO AREA LEARNING CENTER,240320,MN,
OSSEO HIGH SCHOOL,241930,MN,
OWATONNA CHRISTIAN SCHOOL,241934,MN,
OWATONNA HIGH SCHOOL,241935,MN,
PACELLI HIGH SCHOOL,240127,MN,
PALADIN ACADEMY,240257,MN,
PARENTS ALLIED WITH CHILDREN AND TEACHERS,240077,MN,
PARK CENTER SENIOR HIGH SCHOOL,240319,MN,
PARK CHRISTIAN SCHOOL,241736,MN,
PARK HIGH SCHOOL,242340,MN,
PARK RAPIDS AREA HIGH SCHOOL,241950,MN,
PARKERS PRAIRIE HIGH SCHOOL,241945,MN,
PATRICK HENRY HIGH SCHOOL,241645,MN,
PAYNESVILLE AREA SCHOOLS,241955,MN,
PEASE ACADEMY,241701,MN,
PELICAN RAPIDS HIGH SCHOOL,241960,MN,
PEQUOT LAKES HIGH SCHOOL,241970,MN,
PERHAM HIGH SCHOOL,241975,MN,
PERPICH CENTER FOR ARTS EDUCATION,240943,MN,
PIERZ HEALY HIGH SCHOOL,241987,MN,
PILLAGER HIGH SCHOOL,241990,MN,
PINE CITY HIGH SCHOOL,241995,MN,
PINE ISLAND HIGH SCHOOL,242000,MN,
PINE RIVER-BACKUS HIGH SCHOOL,242005,MN,
PIPESTONE AREA HIGH SCHOOL,242010,MN,
PLAINVIEW-ELGIN-MILLVILLE HIGH SCHOOL,242015,MN,
PRAIRIE SEEDS ACADEMY,240321,MN,
PRINCETON HIGH SCHOOL,242030,MN,
PRIOR LAKE CHRISTIAN SCHOOL,242034,MN,
PRIOR LAKE HIGH SCHOOL,242035,MN,
PROCTOR SENIOR HIGH SCHOOL,242040,MN,
PROVIDENCE ACADEMY,242021,MN,
PYC ALTERNATIVE SCHOOL,241647,MN,
RANDOLPH HIGH SCHOOL,242045,MN,
RANGE CHRISTIAN ACADEMY,242552,MN,
RED LAKE COUNTY CENTRAL HIGH SCHOOL,241890,MN,
RED RIVER ACADEMY,241737,MN,
RED ROCK CENTRAL HIGH SCHOOL,241335,MN,
RED WING HIGH SCHOOL,242070,MN,
REDLAKE HIGH SCHOOL,242060,MN,
REDWOOD VALLEY HIGH SCHOOL,242075,MN,
RENVILLE COUNTY WEST HIGH SCHOOL,242085,MN,
RICHFIELD SENIOR HIGH SCHOOL,241650,MN,
RIVER BEND AREA LEARNING CENTER,241833,MN,
RIVER HEIGHTS CHARTER SCHOOL,242331,MN,
RIVERBEND ACADEMY,241487,MN,
RIVERLAND COMMUNITY COLLEGE,6017,MN,
RIVERS EDGE ACADEMY,242310,MN,
RIVERWAY LEARNING COMMUNITY,241708,MN,
ROBBINSDALE ARMSTRONG HIGH SCHOOL,241627,MN,
ROBBINSDALE COOPER HIGH SCHOOL,241597,MN,
ROCHESTER CMTY & TECH COLLEGE,6610,MN,
ROCHESTER LOURDES HIGH SCHOOL,242102,MN,
ROCHESTER OFF CAMPUS CHARTER HIGH SCHOOL,242108,MN,
ROCKFORD HIGH SCHOOL,242105,MN,
ROCORI HIGH SCHOOL,240503,MN,
ROGERS HIGH SCHOOL,242110,MN,
ROOSEVELT HIGH SCHOOL,241685,MN,
ROSEAU HIGH SCHOOL,242115,MN,
ROSEMOUNT HIGH SCHOOL,242125,MN,
ROSEVILLE AREA HIGH SCHOOL,242215,MN,
ROTHSAY HIGH SCHOOL,242130,MN,
ROUND LAKE-BREWSTER HIGH SCHOOL,242135,MN,
ROYALTON HIGH SCHOOL,242140,MN,
RUSH CITY HIGH SCHOOL,242145,MN,
RUSHFORD PETERSON SCHOOL,242150,MN,
RUSSELL TYLER RUTHTON HIGH SCHOOL,242520,MN,
SACRED HEART HIGH SCHOOL,240690,MN,
SAGE ACADEMY CHARTER SCHOOL,241491,MN,
SAINT AGNES HIGH SCHOOL,242295,MN,
SAINT ANNES ACADEMY,242679,MN,
SAINT ANTHONY VILLAGE HIGH SCHOOL,241658,MN,
SAINT CHARLES HIGH SCHOOL,242170,MN,
SAINT CLAIR HIGH SCHOOL,242175,MN,
SAINT CLOUD CHRISTIAN SCHOOL,242187,MN,
SAINT CROIX LUTHERAN HIGH SCHOOL,242673,MN,
SAINT FRANCIS CHRISTIAN SCHOOL,242193,MN,
SAINT FRANCIS HIGH SCHOOL,242190,MN,
SAINT JAMES HIGH SCHOOL,242195,MN,
SAINT JOHN LUTHERAN SCHOOL,242476,MN,
SAINT JOHNS PREPARATORY SCHOOL,240515,MN,
SAINT LOUIS PARK HIGH SCHOOL,242205,MN,
SAINT MARYS HIGH SCHOOL,242393,MN,
SAINT PAUL ACADEMY AND SUMMIT SCHOOL,242315,MN,
SAINT PETER HIGH SCHOOL,242345,MN,
SAINT THOMAS ACADEMY,242320,MN,
SARTELL HIGH SCHOOL,242358,MN,
SAUK CENTRE SENCONDARY SCHOOL,242360,MN,
SAUK RAPIDS-RICE HIGH,242365,MN,
SCHAEFFER ACADEMY,242104,MN,
SCHOOL OF ENVIRONMENTAL STUDIES,240088,MN,
SEBEKA HIGH SCHOOL,242370,MN,
SECOND FOUNDATION SCHOOL,241673,MN,
SENIOR HIGH SCHOOL,240685,MN,
SHAKOPEE SENIOR HIGH SCHOOL,242375,MN,
SHATTUCK-SAINT MARYS SCHOOL,240810,MN,
SIBLEY EAST SENIOR HIGH SCHOOL,240095,MN,
SIOUX VALLEY LUTHERAN SECONDARY SCHOOL,241316,MN,
SKILLS FOR TOMORROW CHARTER HIGH SCHOOL,241644,MN,
SLEEPY EYE HIGH SCHOOL,242395,MN,
SMILEY HIGH SCHOOL,242408,MN,
SOBRIETY HIGH SCHOOL,240709,MN,
SOBRIETY HIGH SCHOOL-ALLIANCE,240347,MN,
SOBRIETY HIGH SCHOOL-ARONA,240532,MN,
SOLID ROCK CHRISTIAN ACADEMY,240722,MN,
SOUTH EDUCATION CENTER ALTERNATIVE,242086,MN,
SOUTH HEIGHTS CHRISTIAN CLASSES,240364,MN,
SOUTH HIGH SCHOOL,241675,MN,
SOUTH RIDGE SCHOOL,242168,MN,
SOUTH ST PAUL HIGH SCHOOL,242405,MN,
SOUTH WASHINGTON ALC,240541,MN,
SOUTHLAND SENIOR HIGH SCHOOL,240005,MN,
SOUTHWEST CHRISTIAN HIGH SCHOOL,240266,MN,
SOUTHWEST HIGH SCHOOL,241680,MN,
SOUTHWEST MINNESOTA CHRISTIAN HIGH SCHOOL,240706,MN,
SOUTHWEST STAR CONCEPT SCHOOL,241315,MN,
SPECTRUM HIGH SCHOOL,240721,MN,
SPRING GROVE HIGH SCHOOL,242415,MN,
SPRING LAKE PARK HIGH SCHOOL,241682,MN,
SPRING LAKE PARK LEARNING ALTERNATIVES,242183,MN,
SPRINGFIELD HIGH SCHOOL,242410,MN,
ST CROIX PREPARATORY ACADEMY,242449,MN,
ST JOHN VIANNEY ACADEMY,241424,MN,
ST MICHAEL-ALBERTVILLE PUBLIC SCHOOL,242209,MN,
ST PAUL CONSEVATORY FOR PERFORMING ARTISTS,242284,MN,
ST PAUL PREPARATORY SCHOOL,242288,MN,
STAPLES MOTLEY HIGH SCHOOL,242425,MN,
STEP ACADEMY,241193,MN,
STEPHEN/ARGYLE CENTRAL SCHOOLS,242435,MN,
STEWARTVILLE HIGH SCHOOL,242445,MN,
STILLWATER AREA SENIOR HIGH SCHOOL,242450,MN,
SWANVILLE HIGH SCHOOL,242465,MN,
TARTAN SENIOR HIGH SCHOOL,242327,MN,
TEACH INSTITUTE,242091,MN,
TECHNICAL HIGH SCHOOL,242185,MN,
THOMAS JEFFERSON SENIOR HIGH SCHOOL,240268,MN,
TOTINO-GRACE HIGH SCHOOL,240888,MN,
TRACY JUNIOR SENIOR HIGH SCHOOL,242490,MN,
TRANSITION PLUS,241604,MN,
TREKNORTH HIGH SCHOOL,240218,MN,
TRI-CITY UNITED HIGH SCHOOL,241355,MN,
TRI-COUNTY HIGH SCHOOL,241240,MN,
TRINITY LUTHERAN SCHOOL,242194,MN,
TRINITY SCHOOL AT RIVER RIDGE,241688,MN,
TRIO WOLF CREEK DISTANCE LEARNING CHARTER #4095,241342,MN,
TRITON HIGH SCHOOL,240635,MN,
TRUMAN HIGH SCHOOL,242500,MN,
TWIN CITIES ACADEMY HIGH SCHOOL,242339,MN,
TWIN OAKS SCHOOL,240833,MN,
TWO HARBORS HIGH SCHOOL,242515,MN,
ULEN-HITTERDAL PUBLIC SCHOOL,242525,MN,
UNDERWOOD HIGH SCHOOL,242530,MN,
UNITED SOUTH CENTRAL HIGH SCHOOL,242660,MN,
UNITY HIGH SCHOOL,240677,MN,
UNIVERSITY OF MINNESOTA TECHNICAL COLLEGE,6893,MN,
UPSALA AREA HIGH SCHOOL,242535,MN,
VALLEY CHRISTIAN SCHOOL,242471,MN,
VERMILION COMMUNITY COLLEGE,6194,MN,
VERNDALE HIGH SCHOOL,242545,MN,
VICTORY CHRISTIAN ACADEMY,242099,MN,
VILLAGE SCHOOL OF NORTHFIELD,241858,MN,
VIRGINIA SECONDARY SCHOOL,242555,MN,
VOLUNTEERS OF AMERICA HIGH SCHOOL,241694,MN,
VOYAGEURS EXPEDITIONARY HIGH SCHOOL,240214,MN,
WABASHA-KELLOGG HIGH SCHOOL,242567,MN,
WABASSO HIGH SCHOOL,242577,MN,
WACONIA HIGH SCHOOL,242580,MN,
WADENA/DEER CREEK HIGH SCHOOL,242585,MN,
WALKER-HACKENSACK-AKELEY HIGH SCHOOL,242595,MN,
WALTER H MAGINNIS HIGH SCHOOL,242072,MN,
WARREN-ALVARADO-OSLO HIGH SCHOOL,242610,MN,
WARROAD HIGH SCHOOL,242615,MN,
WASECA HIGH SCHOOL,242628,MN,
WASHBURN SENIOR HIGH SCHOOL,241695,MN,
WASHINGTON TECHNOLOGY MAGNET SCHOOL,242224,MN,
WATERSHED HIGH SCHOOL,241698,MN,
WATERTOWN-MAYER HIGH SCHOOL,242630,MN,
WATERVILLE-ELYSIAN-MORRISTOWN HIGH SCHOOL,242635,MN,
WAUBUN HIGH SCHOOL,242640,MN,
WAYZATA HIGH SCHOOL,242650,MN,
WELLSTONE INTERNATIONAL HIGH SCHOOL,241702,MN,
WEST CENTRAL AREA HIGH SCHOOL,240710,MN,
WEST LUTHERAN HIGH SCHOOL,242208,MN,
WESTBROOK WALNUT GROVE HIGH SCHOOL,242665,MN,
WHEATON AREA HIGH SCHOOL,242680,MN,
WHITE BEAR LAKE AREA HIGH SCHOOL - SOUTH CAMPUS,242683,MN,
WILLIAM M KELLEY HIGH SCHOOL,242383,MN,
WILLMAR COMMUNITY COLLEGE,6949,MN,
WILLMAR SENIOR HIGH SCHOOL,242695,MN,
WILLOW RIVER HIGH SCHOOL,242700,MN,
WIN-E-MAC HIGH SCHOOL,241535,MN,
WINDOM AREA HIGH SCHOOL,242710,MN,
WINONA SENIOR HIGH SCHOOL,242725,MN,
WITTENBERG ACADEMY,240426,MN,
WOODBURY HIGH SCHOOL,242343,MN,
WOODCREST BAPTIST ACADEMY,241703,MN,
WORTHINGTON SENIOR HIGH SCHOOL,242750,MN,
WRENSHALL HIGH SCHOOL,242755,MN,
YELLOW MEDICINE EAST HIGH SCHOOL,240995,MN,
YESHUA CHRISTIAN ACADEMY,241358,MN,
YOUTH EDUCATIONAL SERVICES,241738,MN,
ZIMMERMAN HIGH SCHOOL,242764,MN,
ZUMBRO AREA LEARNING CENTER,240637,MN,
ZUMBROTA/MAZEPPA HIGH SCHOOL,242765,MN,
A MCBRYDE REHABILITATION CENTER FOR THE BLIND,251372,MS,
ABERDEEN HIGH SCHOOL,250000,MS,
ACKERMAN HIGH SCHOOL,250018,MS,
ADAMS COUNTY CHRISTIAN SCHOOL,252096,MS,
ALCORN CENTRAL HIGH SCHOOL,250995,MS,
ALPHA CHRISTIAN SCHOOL,251189,MS,
AMANDA ELZY HIGH SCHOOL,251047,MS,
AMITE COUNTY HIGH SCHOOL,251625,MS,
AMITE COUNTY VOCATIONAL TECHNICAL COMPLEX,251619,MS,
AMITE SCHOOL CORPORATION,251618,MS,
AMORY CHRISTIAN ACADEMY,250049,MS,
AMORY HIGH SCHOOL,250050,MS,
ANTIOCH CHRISTIAN ACADEMY,251680,MS,
ASHLAND HIGH SCHOOL,250090,MS,
BAILEY MAGNET SCHOOL,251426,MS,
BARACHEL ACADEMY,251679,MS,
BASS MEMORIAL ACADEMY,251708,MS,
BASSFIELD HIGH SCHOOL,250105,MS,
BAY HIGH SCHOOL,250130,MS,
BAY SPRINGS HIGH SCHOOL,250158,MS,
BAYOU ACADEMY,252805,MS,
BELMONT HIGH SCHOOL,250190,MS,
BENTON ACADEMY,250208,MS,
BETHEL BAPTIST SCHOOL,253151,MS,
BETHLEHEM CHRISTIAN SCHOOL,252493,MS,
BIGGERSVILLE HIGH SCHOOL,250695,MS,
BILOXI HIGH SCHOOL,250223,MS,
BLADWYN HIGH SCHOOL,250100,MS,
BLUE MOUNTAIN HIGH SCHOOL,250270,MS,
BOGUE CHITTO SCHOOL,250285,MS,
BOONEVILLE HIGH SCHOOL,250300,MS,
BRANDON HIGH SCHOOL,250325,MS,
BROAD STREET HIGH SCHOOL,252762,MS,
BROOKHAVEN ACADEMY,250333,MS,
BROOKHAVEN CHRISTIAN ACADEMY,250334,MS,
BROOKHAVEN HIGH SCHOOL,250335,MS,
BROOKHAVEN-LINCOLN COUNTY VOCATIONAL CENTER,250336,MS,
BRUCE HIGH SCHOOL,250378,MS,
BYHALIA HIGH SCHOOL,250410,MS,
CALEDONIA HIGH SCHOOL,250415,MS,
CALHOUN ACADEMY,250421,MS,
CALHOUN CITY HIGH SCHOOL,250420,MS,
CALVARY CHRISTIAN ACADEMY,250739,MS,
CALVARY CHRISTIAN SCHOOL,251903,MS,
CALVARY CHRISTIAN SCHOOL,250604,MS,
CANTON ACADEMY,250443,MS,
CANTON CAREER CENTER,250444,MS,
CANTON HIGH SCHOOL,250440,MS,
CARL LOFTIN VOCATIONAL TECHNICAL CAREER CENTER,250659,MS,
CARROLL ACADEMY,250468,MS,
CARTHAGE CHRISTIAN ACADEMY,250481,MS,
CATHEDRAL HIGH SCHOOL,252097,MS,
CEDAR LAKE CHRISTIAN ACADEMY,250224,MS,
CENTER HILL HIGH SCHOOL,252223,MS,
CENTRAL ACADEMY,251724,MS,
CENTRAL BAPTIST SCHOOL,251158,MS,
CENTRAL CHRISTIAN ACADEMY,250146,MS,
CENTRAL HINDS ACADEMY,252559,MS,
CENTRAL HOLMES CHRISTIAN SCHOOL,251598,MS,
CENTREVILLE ACADEMY,250513,MS,
CHAMBERLAIN-HUNT ACADEMY,252480,MS,
CHARLESTON HIGH SCHOOL,250530,MS,
CHOCTAW CENTRAL HIGH SCHOOL,252360,MS,
CHRIST MISSION AND INDEPENDENT COLLEGE HIGH SCHOOL,251386,MS,
CHRISTIAN COLLEGIATE ACADEMY,251079,MS,
CHRISTIAN LIFE ACADEMY,250776,MS,
CLARKDALE HIGH SCHOOL,251900,MS,
CLARKE COUNTY VOCATIONAL CENTER,252542,MS,
CLARKSDALE HIGH SCHOOL,250548,MS,
CLEVELAND CAREER DEVELOPMENT AND TECHICAL CENTER,250582,MS,
CLEVELAND HIGH SCHOOL,250580,MS,
CLINTON CHRISTIAN ACADEMY,250589,MS,
CLINTON HIGH SCHOOL,250585,MS,
COAHOMA AGRICULTURE HIGH SCHOOL,250550,MS,
COAHOMA COMMUNITY COLLEGE,1126,MS,
COAHOMA COUNTY HIGH SCHOOL,250551,MS,
COFFEEVILLE HIGH SCHOOL,250595,MS,
COLDWATER HIGH SCHOOL,250600,MS,
COLLINS HIGH SCHOOL,250605,MS,
COLUMBIA ACADEMY,250643,MS,
COLUMBIA HIGH SCHOOL,250645,MS,
COLUMBUS HIGH SCHOOL,250668,MS,
COPIAH ACADEMY,250990,MS,
COPIAH-LINCOLN COMMUNITY COLLEGE,1142,MS,
CORINTH HIGH SCHOOL,250697,MS,
COVINGTON COUNTY VOCATIONAL-TECHNICAL SCHOOL,250608,MS,
CROSSROADS CHRISTIAN SCHOOL,251421,MS,
CRYSTAL SPRINGS CHRISTIAN ACADEMY,250737,MS,
CRYSTAL SPRINGS HIGH SCHOOL,250740,MS,
D IBERVILLE HIGH SCHOOL,250225,MS,
DEER CREEK SCHOOL,250075,MS,
DELTA ACADEMY,251787,MS,
DESOTO CENTRAL HIGH SCHOOL,252820,MS,
DESOTO COUNTY ACADEMY,252218,MS,
DEXTER HIGH SCHOOL,253020,MS,
DONINION CHRISTIAN ACADEMY,250131,MS,
DREW HIGH SCHOOL,250820,MS,
DURANT PUBLIC SCHOOL,250850,MS,
EAST CENTRAL COMMUNITY COLLEGE,1196,MS,
EAST CENTRAL HIGH SCHOOL,253160,MS,
EAST MARION HIGH SCHOOL,250661,MS,
EAST MISSISSIPPI JUNIOR COLLEGE,1197,MS,
EAST OKTIBBEHA COUNTY HIGH SCHOOL,250720,MS,
EAST RANKIN ACADEMY,252304,MS,
EAST SIDE HIGH SCHOOL,250575,MS,
EAST UNION ATTENDANCE CENTER,250277,MS,
EAST WEBSTER HIGH SCHOOL,251800,MS,
EDINBURG HIGH SCHOOL,250860,MS,
EDUCATION CENTER SCHOOL,251391,MS,
ELIZABETH H KEYS VOCATIONAL-TECHNICAL CENTER,252196,MS,
ELLISVILLE CHRISTIAN ACADEMY,251521,MS,
EMMANUEL CHRISTIAN ACADEMY,251383,MS,
EMMANUEL CHRISTIAN SCHOOL,250191,MS,
ENTERPRISE ATTENDANCE CENTER,250340,MS,
ENTERPRISE HIGH SCHOOL,250873,MS,
ETHEL HIGH SCHOOL,250880,MS,
EUPORA HIGH SCHOOL,250890,MS,
EVANGEL TEMPLE CHRISTIAN ACADEMY,251681,MS,
F O LEXANDER ATTENDANCE CENTER,252828,MS,
FAITH ACADEMY,250877,MS,
FAITH CHRISTIAN ACADEMY,253196,MS,
FAITH CHRISTIAN ACADEMY,251382,MS,
FAITH CHRISTIAN ACADEMY,251072,MS,
FAITH CHRISTIAN SCHOOL,253004,MS,
FALKNER HIGH SCHOOL,250905,MS,
FALLIN CAREER AND TECHNOLOGY CENTER,252118,MS,
FIRST ASSEMBLY CHRISTIAN ACADEMY,252574,MS,
FLORENCE HIGH SCHOOL,250955,MS,
FOREST HIGH SCHOOL,250960,MS,
FOREST HILL HIGH SCHOOL,251390,MS,
FORREST COUNTY AGRICULTURE HIGH SCHOOL,250360,MS,
FRANKLIN COUNTY VOCATIONAL CENTER,251857,MS,
FRANKLIN HIGH SCHOOL,251855,MS,
FRENCH CAMP ACADEMY,250975,MS,
FRIENDSHIP CHRISTIAN ACADEMY,253118,MS,
GATEWAY CHRISTIAN ACADEMY,256622,MS,
GAUTIER HIGH SCHOOL,252260,MS,
GENESIS ONE CHRISTIAN SCHOOL,251864,MS,
GENTRY HIGH SCHOOL,251335,MS,
GEORGE COUNTY HIGH SCHOOL,251685,MS,
GERMANTOWN HIGH SCHOOL,251749,MS,
GRACE BAPTIST ACADEMY,252199,MS,
GRACE CHRISTIAN SCHOOL,251670,MS,
GREENE COUNTY HIGH SCHOOL,251570,MS,
GREENVILLE CHRISTIAN SCHOOL,251028,MS,
GREENVILLE-WESTON HIGH SCHOOL,251030,MS,
GREENWOOD CHRISTIAN SCHOOL,251054,MS,
GREENWOOD SENIOR HIGH SCHOOL,251055,MS,
GRENADA HIGH SCHOOL,251075,MS,
GULF COAST EDUCATION CENTER,251083,MS,
GULFPORT HIGH SCHOOL,251082,MS,
H W BYERS HIGH SCHOOL,252085,MS,
HAMILTON HIGH SCHOOL,251135,MS,
HANCOCK HIGH SCHOOL,252278,MS,
HAPPINESS HILL CHRISTIAN ACADEMY,253060,MS,
HARRISON CENTRAL HIGH SCHOOL,251085,MS,
HARTFIELD ACADEMY,250959,MS,
HATLEY HIGH SCHOOL,250052,MS,
HATTIESBURG HIGH SCHOOL,251175,MS,
HAZLEHURST HIGH SCHOOL,251205,MS,
HEBRON CHRISTIAN SCHOOL,252337,MS,
HEIDELBERG ACADEMY,251209,MS,
HEIDELBERG HIGH SCHOOL,251210,MS,
HERITAGE ACADEMY,250664,MS,
HERITAGE BAPTIST ACADEMY,251381,MS,
HERITAGE CHRISTIAN ACADEMY,250814,MS,
HERITAGE CHRISTIAN ACADEMY,252074,MS,
HERNANDO HIGH SCHOOL,251224,MS,
HICKORY FLAT ATTENDANCE CENTER,251245,MS,
HIGHWAY CHRISTIAN ACADEMY,252821,MS,
HILLCREST CHRISTIAN HIGH SCHOOL,251392,MS,
HILLTOP ASSEMBLY OF GOD,251571,MS,
HINDS COMMUNITY COLLEGE,1858,MS,
HINDS COMMUNITY COLLEGE,1296,MS,
HINDS COUNTY AGRICULTURAL HIGH SCHOOL,253080,MS,
HINDS COUNTY VOCATIONAL-TECHNICAL CENTER,252564,MS,
HIS GRACE CHRISTIAN ACADEMY,251306,MS,
HOLLY SPRINGS HIGH SCHOOL,251275,MS,
HOLMES JUNIOR COLLEGE,1299,MS,
HOPE ACADEMY,250228,MS,
HORN LAKE HIGH SCHOOL,251300,MS,
HOULKA ATTENDANCE CENTER,251305,MS,
HOUSTON HIGH SCHOOL,251315,MS,
HOUSTON VOCATIONAL CENTER,251314,MS,
HUMPHREYS ACADEMY,250193,MS,
HUMPHREYS COUNTY HIGH SCHOOL,250195,MS,
IMMANUEL CENTER CHRISTIAN EDUCATION,250651,MS,
INDEPENDENCE HIGH SCHOOL,251330,MS,
