High School Name,Code,State
BELLEVUE WEST SENIOR HIGH SCHOOL,280206,NE
BLAIR HIGH SCHOOL,280265,NE
BOYS TOWN HIGH SCHOOL CAREER CENTER,280295,NE
CAMBRIDGE HIGH SCHOOL,280405,NE
CENTRAL CITY HIGH SCHOOL,280440,NE
CHADRON HIGH SCHOOL,280455,NE
COLERIDGE COMMUNITY HIGH SCHOOL,280515,NE
COLUMBUS SENIOR HIGH SCHOOL,280525,NE
CRETE HIGH SCHOOL,280585,NE
DONIPHAN TRUMBELL HIGH SCHOOL,280680,NE
DORCHESTER HIGH SCHOOL,280685,NE
ELKHORN HIGH SCHOOL,280755,NE
MOUNT MICHAEL BENEDICTINE HS,280757,NE
ARCHBISHOP BERGAN HIGH SCHOOL,280870,NE
FREMONT SENIOR HIGH SCHOOL,280875,NE
FILLMORE CENTRAL HIGH SCHOOL,280900,NE
GERING HIGH SCHOOL,280915,NE
GRAND ISLAND SENIOR HIGH SCHOOL,280955,NE
HASTINGS SENIOR HIGH SCHOOL,281055,NE
NORRIS HIGH SCHOOL,281100,NE
HOMER COMMUNITY SCHOOL,281130,NE
KEARNEY HIGH SCHOOL,281230,NE
KIMBALL HIGH SCHOOL,281255,NE
LEXINGTON HIGH SCHOOL,281290,NE
LINCOLN EAST HIGH SCHOOL,281303,NE
LINCOLN NORTH STAR HIGH SCHOOL,281304,NE
LINCOLN HIGH SCHOOL,281305,NE
LINCOLN LUTHERAN JUNIOR-SENIOR HIGH SCHOOL,281306,NE
LINCOLN SOUTHWEST HIGH SCHOOL,281309,NE
LINCOLN NORTHEAST HIGH SCHOOL,281310,NE
PARKVIEW CHRISTIAN SCHOOL,281314,NE
PIUS X HIGH SCHOOL,281315,NE
UNIVERSITY OF NEBRASKA HIGH SCHOOL,281316,NE
LINCOLN SOUTHEAST HIGH SCHOOL,281318,NE
LOUISVILLE HIGH SCHOOL,281360,NE
LOUP CITY HIGH SCHOOL,281365,NE
MADISON HIGH SCHOOL,281385,NE
MILFORD HIGH SCHOOL,281500,NE
MILLARD SOUTH HIGH SCHOOL,281505,NE
MILLARD NORTH HIGH SCHOOL,281506,NE
ELMWOOD MURDOCK HIGH SCHOOL,281555,NE
NEBRASKA CITY HIGH SCHOOL,281575,NE
NIOBRARA SECONDARY SCHOOL,281610,NE
NORTH PLATTE CHRISTIAN SCHOOL,281632,NE
NORTH PLATTE HIGH SCHOOL,281640,NE
DUCHESNE ACADEMY,281685,NE
BENSON HIGH SCHOOL,281690,NE
BROWNELL-TALBOT SCHOOL,281695,NE
CENTRAL HIGH SCHOOL,281705,NE
CREIGHTON PREPARATORY SCHOOL,281710,NE
GROSS CATHOLIC HIGH SCHOOL,281712,NE
MIDWESTERN BAPTIST ACADEMY,281717,NE
MARIAN HIGH SCHOOL,281718,NE
MILLARD WEST HIGH SCHOOL,281723,NE
WESTSIDE HIGH SCHOOL,281770,NE
V J AND ANGELA SKUTT CATHOLIC HIGH SCHOOL,281771,NE
WILLIAM JENNINGS BRYAN HIGH SCHOOL,281772,NE
PAPILLION-LA VISTA HIGH SCHOOL,281860,NE
PAPILLION-LA VISTA SOUTH HIGH SCHOOL,281861,NE
PLATTSMOUTH HIGH SCHOOL,281925,NE
RALSTON HIGH SCHOOL,281980,NE
RED CLOUD HIGH SCHOOL,282005,NE
SCOTTSBLUFF HIGH SCHOOL,282105,NE
SHELTON PUBLIC SCHOOL,282135,NE
SIDNEY HIGH SCHOOL,282165,NE
TEKAMAH-HERMAN HIGH SCHOOL,282320,NE
HITCHCOCK COUNTY HIGH SCHOOL,282351,NE
CENTENNIAL SCHOOL,282390,NE
WAVERLY SECONDARY SCHOOL,282490,NE
WOOD RIVER RURAL HIGH SCHOOL,282575,NE
BATTLE MOUNTAIN HIGH SCHOOL,290010,NV
BEATTY HIGH SCHOOL,290015,NV
BOULDER CITY HIGH SCHOOL,290020,NV
VIRGIN VALLEY HIGH SCHOOL,290025,NV
CARSON HIGH SCHOOL,290035,NV
SILVER STATE HIGH SCHOOL,290040,NV
DAYTON HIGH SCHOOL,290041,NV
ELKO HIGH SCHOOL,290045,NV
SPRING CREEK HIGH SCHOOL,290049,NV
WHITE PINE HIGH SCHOOL,290050,NV
EUREKA COUNTY HIGH SCHOOL,290055,NV
CHURCHILL COUNTY HIGH SCHOOL,290060,NV
FERNLEY CHRISTIAN SCHOOL,290064,NV
FERNLEY HIGH SCHOOL,290065,NV
NEVADA STATE HIGH SCHOOL,290067,NV
CORONADO HIGH SCHOOL,290069,NV
LAKE MEAD CHRISTIAN ACADEMY,290071,NV
FOOTHILL HIGH SCHOOL,290073,NV
DOUGLAS HIGH SCHOOL,290075,NV
HENDERSON INTERNATIONAL SCHOOL,290077,NV
GERLACH HIGH SCHOOL,290080,NV
COLLEGE OF SOUTHERN NEVADA HIGH SCHOOL-SOUTH,290081,NV
COLLEGE OF SOUTHERN NEVADA HIGH SCHOOL-WEST,290082,NV
GREEN VALLEY HIGH SCHOOL,290084,NV
COLLEGE OF SOUTHERN NEVAD HIGH SCHOOL-EAST,290087,NV
BASIC HIGH SCHOOL,290090,NV
BONANZA HIGH SCHOOL,290091,NV
INCLINE HIGH SCHOOL,290092,NV
BISHOP GORMAN HIGH SCHOOL,290095,NV
CHAPARRAL HIGH SCHOOL,290096,NV
EDWARD W CLARK HIGH SCHOOL,290097,NV
ELDORADO HIGH SCHOOL,290098,NV
LAS VEGAS HIGH SCHOOL,290100,NV
SOUTHEAST CAREER TECHNICAL ACADEMY,290101,NV
VALLEY HIGH SCHOOL,290102,NV
RANCHO HIGH SCHOOL,290103,NV
WESTERN HIGH SCHOOL,290104,NV
PERSHING COUNTY HIGH SCHOOL,290105,NV
FAITH LUTHERAN HIGH SCHOOL,290109,NV
TRINITY INTERNATIONAL SCHOOLS,290111,NV
MCDERMITT COMBINED SCHOOL,290112,NV
CLARK COUNTY SCHOOL DISTRICT ADULT HIGH SCHOOL,290113,NV
CIMARRON-MEMORIAL HIGH SCHOOL,290115,NV
THE MEADOWS SCHOOL,290116,NV
DURANGO HIGH SCHOOL,290118,NV
LAS VEGAS ACADEMY OF THE ARTS,290119,NV
CHEYENNE HIGH SCHOOL,290121,NV
MOAPA VALLEY HIGH SCHOOL,290125,NV
LAUGHLIN HIGH SCHOOL,290126,NV
GLOBAL COMMUNITY HIGH SCHOOL,290129,NV
SILVERADO HIGH SCHOOL,290132,NV
ADVANCED TECHNOLOGIES ACADEMY,290134,NV
PAHRUMP VALLEY HIGH SCHOOL,290137,NV
ROUND MOUNTAIN JUNIOR SENIOR HIGH SCHOOL,290139,NV
BISHOP MANOGUE CATHOLIC HIGH SCHOOL,290140,NV
EDWARD C REED HIGH SCHOOL,290141,NV
EARL WOOSTER HIGH SCHOOL,290142,NV
ROBERT MCQUEEN HIGH SCHOOL,290143,NV
PROCTER R HUG HIGH SCHOOL,290144,NV
RENO HIGH SCHOOL,290145,NV
GALENA HIGH SCHOOL,290149,NV
SPARKS HIGH SCHOOL,290155,NV
TRUCKEE MEADOWS COMMUNITY COLLEGE HIGH SCHOOL,290157,NV
CALVARY CHAPEL CHRISTIAN SCHOOL,290161,NV
ACADEMY FOR INDIVIDUALIZED STUDY,290162,NV
MOUNTAIN VIEW CHRISTIAN SCHOOL,290164,NV
TONOPAH HIGH SCHOOL,290165,NV
LAS VEGAS JUNIOR ACADEMY,290169,NV
VIRGINIA CITY HIGH SCHOOL,290170,NV
I CAN DO ANYTHING-CHARTER HIGH SCHOOL,290172,NV
WELLS HIGH SCHOOL,290175,NV
SAGE RIDGE SCHOOL,290176,NV
NORTH VALLEYS HIGH SCHOOL,290177,NV
WEST WENDOVER JUNIOR SENIOR HIGH SCHOOL,290178,NV
SIERRA VISTA HIGH SCHOOL,290179,NV
ALBERT M LOWRY HIGH SCHOOL,290180,NV
YERINGTON HIGH SCHOOL,290185,NV
DAMONTE RANCH HIGH SCHOOL,290187,NV
ODYSSEY CHARTER HIGH SCHOOL,290188,NV
GEORGE WHITTELL HIGH SCHOOL,290190,NV
CENTENNIAL HIGH SCHOOL,290191,NV
DESERT PINES HIGH SCHOOL,290192,NV
CANYON SPRINGS HS & THE LEADERSHIP & LAW PREP ACAD,290194,NV
LIBERTY HIGH SCHOOL,290197,NV
DEL SOL HIGH SCHOOL,290198,NV
PALO VERDE HIGH SCHOOL,290200,NV
SPRING VALLEY HIGH SCHOOL,290202,NV
ARBOR VIEW HIGH SCHOOL,290204,NV
LIBERTY BAPTIST ACADEMY,290205,NV
DAVIDSON ACADEMY OF NEVADA THE,290207,NV
SHADOW RIDGE HIGH SCHOOL,290209,NV
MOJAVE HIGH SCHOOL,290220,NV
RAINSHADOW COMMUNITY CHARTER HIGH SCHOOL,290248,NV
CORAL ACADEMY OF SCIENCE,290249,NV
SILVER STAGE HIGH SCHOOL,290251,NV
ACADEMY FOR CAREER EDUCATION,290260,NV
EXCEL CHRISTIAN SCHOOL,290264,NV
SPANISH SPRINGS HIGH SCHOOL,290270,NV
PROSPECT MOUNTAIN HIGH SCHOOL,300005,NH
SOUHEGAN HIGH SCHOOL,300012,NH
PROCTOR ACADEMY,300015,NH
PROFILE JUNIOR SENIOR HIGH SCHOOL,300056,NH
NEWFOUND REGIONAL HIGH SCHOOL,300060,NH
BISHOP BRADY HIGH SCHOOL,300105,NH
CONCORD HIGH SCHOOL,300115,NH
HOPKINTON HIGH SCHOOL,300120,NH
PINKERTON ACADEMY,300130,NH
DOVER HIGH SCHOOL,300135,NH
SAINT THOMAS AQUINAS HIGH SCHOOL,300143,NH
OYSTER RIVER HIGH SCHOOL,300150,NH
CONANT HIGH SCHOOL,300155,NH
EXETER HIGH SCHOOL,300180,NH
PHILLIPS EXETER ACADEMY,300185,NH
FARMINGTON HIGH SCHOOL,300195,NH
HANOVER HIGH SCHOOL,300250,NH
OLIVERIAN SCHOOL THE,300251,NH
HOLLIS/BROOKLINE HIGH SCHOOL,300275,NH
KEENE HIGH SCHOOL,300295,NH
SANBORN REGIONAL HIGH SCHOOL,300300,NH
LEBANON HIGH SCHOOL,300325,NH
WHITE MOUNTAIN SCHOOL,300345,NH
LONDONDERRY HIGH SCHOOL,300347,NH
HOLY FAMILY ACADEMY,300350,NH
MANCHESTER CENTRAL HIGH SCHOOL,300355,NH
MANCHESTER MEMORIAL HIGH SCHOOL,300366,NH
BISHOP GUERTIN HIGH SCHOOL,300418,NH
NASHUA HIGH SCHOOL NORTH,300430,NH
NASHUA HIGH SCHOOL SOUTH,300431,NH
NEW HAMPTON SCHOOL,300440,NH
PELHAM HIGH SCHOOL,300482,NH
MERRIMACK VALLEY HIGH SCHOOL,300485,NH
HOLDERNESS SCHOOL,300515,NH
PORTSMOUTH HIGH SCHOOL,300520,NH
SPAULDING HIGH SCHOOL,300540,NH
WINNISQUAM REGIONAL HIGH SCHOOL,300575,NH
MASCOMA VALLEY REGIONAL HIGH SCHOOL,300608,NH
BREWSTER ACADEMY,300635,NH
NORTHERN HIGHLANDS REGIONAL HIGH SCHOOL,310001,NJ
DEPTFORD TOWNSHIP HIGH SCHOOL,310003,NJ
ATLANTIC CITY HIGH SCHOOL,310030,NJ
BAYONNE HIGH SCHOOL,310060,NJ
MARIST HIGH SCHOOL,310070,NJ
CENTRAL REGIONAL HIGH SCHOOL,310072,NJ
WALL HIGH SCHOOL,310082,NJ
HIGHLAND REGIONAL HIGH SCHOOL,310101,NJ
BOUND BROOK HIGH SCHOOL,310145,NJ
BURLINGTON TOWNSHIP HIGH SCHOOL,310158,NJ
BURLINGTON CITY HIGH SCHOOL,310160,NJ
BUTLER HIGH SCHOOL,310170,NJ
CAMDEN ACADEMY CHARTER HIGH SCHOOL,310184,NJ
DR CHARLES E BRIMM MEDICAL ARTS HIGH SCHOOL,310196,NJ
LEAP ACADEMY UNIVERSITY CHARTER SCHOOL,310199,NJ
CAPE MAY COUNTY TECHNICL HIGH SCHOOL,310207,NJ
CHERRY HILL HIGH SCHOOL EAST,310223,NJ
CLIFFSIDE PARK HIGH SCHOOL,310240,NJ
COLLINGSWOOD SENIOR HIGH SCHOOL,310250,NJ
COLONIA HIGH SCHOOL,310251,NJ
CRANFORD HIGH SCHOOL,310260,NJ
RANDOLPH HIGH SCHOOL,310272,NJ
EAST BRUNSWICK HIGH SCHOOL,310283,NJ
MONMOUTH REGIONAL HIGH SCHOOL,310296,NJ
ELIZABETH HIGH SCHOOL,310305,NJ
FAIR LAWN HIGH SCHOOL,310370,NJ
HUNTERDON CENTRAL REGIONAL HIGH SCHOOL,310380,NJ
FORT LEE HIGH SCHOOL,310395,NJ
FREEHOLD HIGH SCHOOL,310405,NJ
DELAWARE VALLEY REGIONAL HIGH SCHOOL,310410,NJ
MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,310412,NJ
VOORHEES HIGH SCHOOL,310433,NJ
GLOUCESTER CATHOLIC HIGH SCHOOL,310440,NJ
HACKENSACK HIGH SCHOOL,310460,NJ
HACKETTSTOWN HIGH SCHOOL,310465,NJ
HADDONFIELD MEMORIAL HIGH SCHOOL,310470,NJ
HAMMONTON HIGH SCHOOL,310495,NJ
HOPATCONG HIGH SCHOOL,310503,NJ
PEDDIE SCHOOL,310535,NJ
JOHN F KENNEDY MEMORIAL HIGH SCHOOL,310581,NJ
JACKSON MEMORIAL HIGH SCHOOL,310583,NJ
SAINT PETERS PREPARATORY SCHOOL,310645,NJ
UNIVERSITY ACADEMY CHARTER HS,310648,NJ
KEARNY HIGH SCHOOL,310655,NJ
KINNELON HIGH SCHOOL,310667,NJ
LAWRENCEVILLE SCHOOL,310680,NJ
CHRISTIAN BROTHERS ACADEMY,310693,NJ
LINDEN HIGH SCHOOL,310695,NJ
LIVINGSTON HIGH SCHOOL,310705,NJ
MADISON HIGH SCHOOL,310740,NJ
MAHWAH HIGH SCHOOL,310742,NJ
MANCHESTER TOWNSHIP HIGH SCHOOL,310746,NJ
MAPLE SHADE HIGH SCHOOL,310748,NJ
COLUMBIA HIGH SCHOOL,310750,NJ
OAKCREST HIGH SCHOOL,310758,NJ
LENAPE HIGH SCHOOL,310762,NJ
SHAWNEE HIGH SCHOOL,310763,NJ
CAMDEN COUNTY TECHNICAL SCHOOL,310775,NJ
METUCHEN HIGH SCHOOL,310785,NJ
MILLBURN HIGH SCHOOL,310795,NJ
SOUTH BRUNSWICK HIGH SCHOOL,310802,NJ
MONTCLAIR HIGH SCHOOL,310820,NJ
PASCACK HILLS HIGH SCHOOL,310823,NJ
MOORESTOWN HIGH SCHOOL,310825,NJ
MONTVILLE TOWNSHIP HIGH SCHOOL,310826,NJ
RANCOCAS VALLEY REGIONAL HIGH SCHOOL,310865,NJ
CLEARVIEW REGIONAL HIGH SCHOOL,310868,NJ
MONMOUTH COUNTY ACADEMY OF ALLIED HEALTH & SCIENCE,310870,NJ
CENTRAL HIGH SCHOOL,310890,NJ
SCIENCE PARK HIGH SCHOOL,310932,NJ
SAINT VINCENT ACADEMY,310955,NJ
WEEQUAHIC HIGH SCHOOL,310965,NJ
UNIVERSITY HIGH SCHOOL,310967,NJ
FRANKLIN HIGH SCHOOL,310979,NJ
RUTGERS PREPARATORY SCHOOL,310985,NJ
MATER DEI PREP,310994,NJ
PISCATAWAY HIGH SCHOOL,310998,NJ
HIGH TECHNICAL HIGH SCHOOL,311012,NJ
NORTH BERGEN HIGH SCHOOL,311017,NJ
NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,311019,NJ
MOUNT SAINT MARY ACADEMY,311025,NJ
JEFFERSON TOWNSHIP HIGH SCHOOL,311043,NJ
OCEAN CITY HIGH SCHOOL,311045,NJ
OLD BRIDGE HIGH SCHOOL,311052,NJ
PARSIPPANY HIGH SCHOOL,311078,NJ
ACADEMY OF HEALTH SCIENCES,311117,NJ
PASSAIC COUNTY TECHNICAL INSTITUTE,311120,NJ
ROSA PARKS SCHOOL FOR FINE AND PERFORMING ARTS,311121,NJ
HOPEWELL VALLEY CENTRAL HS,311165,NJ
PENNS GROVE HIGH SCHOOL,311175,NJ
PHILLIPSBURG HIGH SCHOOL,311200,NJ
PITMAN HIGH SCHOOL,311215,NJ
PLAINFIELD HIGH SCHOOL,311225,NJ
WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,311232,NJ
PLEASANTVILLE HIGH SCHOOL,311235,NJ
POINT PLEASANT BOROUGH HIGH SCHOOL,311242,NJ
PRINCETON HIGH SCHOOL,311255,NJ
WEST WINDSOR-PLAINSBORO HIGH SCHOOL SOUTH,311277,NJ
RAHWAY HIGH SCHOOL,311280,NJ
RAMSEY HIGH SCHOOL,311290,NJ
RED BANK REGIONAL HIGH SCHOOL,311300,NJ
SAINT AUGUSTINE PREPARATORY SCHOOL,311302,NJ
RIDGEWOOD HIGH SCHOOL,311310,NJ
CINNAMINSON HIGH SCHOOL,311316,NJ
MORRIS KNOLLS HIGH SCHOOL,311321,NJ
RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,311335,NJ
SECAUCUS HIGH SCHOOL,311349,NJ
UNION COUNTY MAGNET HIGH SCHOOL,311353,NJ
SAYREVILLE WAR MEMORIAL HIGH SCHOOL,311355,NJ
MONTGOMERY HIGH SCHOOL,311359,NJ
STERLING HIGH SCHOOL,311363,NJ
WASHINGTON TOWNSHIP HIGH SCHOOL,311364,NJ
SOMERVILLE HIGH SCHOOL,311365,NJ
IMMACULATA HIGH SCHOOL,311367,NJ
CARDINAL MCCARRICK HIGH SCHOOL,311375,NJ
UNION COUNTY ACADEMY FOR ALLIED HEALTH SCIENCES,311376,NJ
SETON HALL PREPARATORY SCHOOL,311390,NJ
SOUTH PLAINFIELD HIGH SCHOOL,311400,NJ
POPE JOHN XXIII REGIONAL HIGH SCHOOL,311407,NJ
SPARTA HIGH SCHOOL,311408,NJ
LENAPE VALLEY REGIONAL HIGH SCHOOL,311411,NJ
ROXBURY HIGH SCHOOL,311415,NJ
HIGH POINT REGIONAL HIGH SCHOOL,311440,NJ
KINGSWAY REGIONAL HIGH SCHOOL,311445,NJ
TEANECK HIGH SCHOOL,311450,NJ
LAWRENCE HIGH SCHOOL,311487,NJ
UNION HIGH SCHOOL,311510,NJ
DEPAUL CATHOLIC HIGH SCHOOL,311572,NJ
WAYNE VALLEY HIGH SCHOOL,311573,NJ
EGG HARBOR TOWNSHIP HIGH SCHOOL,311581,NJ
MEMORIAL HIGH SCHOOL,311595,NJ
WEST ORANGE HIGH SCHOOL,311613,NJ
WEST DEPTFORD HIGH SCHOOL,311638,NJ
SALEM COUNTY VOCATIONAL TECHNICAL SCHOOL,311643,NJ
WOODSTOWN HIGH SCHOOL,311645,NJ
ALAMOGORDO HIGH SCHOOL,320000,NM
ALBUQUERQUE ACADEMY,320003,NM
DEL NORTE HIGH SCHOOL,320008,NM
ELDORADO HIGH SCHOOL,320009,NM
CIBOLA HIGH SCHOOL,320011,NM
HOPE CHRISTIAN SCHOOLS INC.,320019,NM
HIGHLAND HIGH SCHOOL,320020,NM
MANZANO HIGH SCHOOL,320023,NM
MENAUL SCHOOL,320025,NM
RIO GRANDE HIGH SCHOOL,320028,NM
SAINT PIUS X HIGH SCHOOL,320032,NM
SANDIA HIGH SCHOOL,320037,NM
LA CUEVA HIGH SCHOOL,320038,NM
ALBUQUERQUE HIGH SCHOOL,320040,NM
SANDIA PREPARATORY SCHOOL,320042,NM
VALLEY HIGH SCHOOL,320045,NM
WEST MESA HIGH SCHOOL,320047,NM
HOPE CONNECTION SCHOOL,320058,NM
BOSQUE SCHOOL,320059,NM
GADSDEN HS CAREER CTR VA WILEY,320060,NM
ARTESIA HIGH SCHOOL,320065,NM
SOUTHWEST SECONDARY LEARNING CENTER,320067,NM
AZTEC HIGH SCHOOL,320070,NM
VISTA NUEVA HIGH SCHOOL,320071,NM
AMY BIEHL HIGH SCHOOL,320073,NM
BELEN SENIOR HIGH SCHOOL,320075,NM
BERNALILLO HIGH SCHOOL,320085,NM
BLOOMFIELD HIGH SCHOOL,320092,NM
EL CAMINO REAL ACADEMY,320097,NM
CAPITAN HIGH SCHOOL,320100,NM
CARLSBAD HIGH SCHOOL,320105,NM
CIMARRON HIGH SCHOOL,320130,NM
CLOVIS HIGH SCHOOL,320165,NM
DEMING HIGH SCHOOL,320190,NM
DEXTER HIGH SCHOOL,320200,NM
FARMINGTON HIGH SCHOOL,320250,NM
PIEDRA VISTA HIGH SCHOOL,320252,NM
NAVAJO PREPARATORY SCHOOL INC,320255,NM
CORONADO HIGH SCHOOL,320288,NM
GALLUP CATHOLIC HIGH SCHOOL,320291,NM
GALLUP HIGH SCHOOL,320295,NM
GRANTS HIGH SCHOOL,320305,NM
HOBBS HIGH SCHOOL,320325,NM
JAL HIGH SCHOOL,320350,NM
KIRTLAND CENTRAL HIGH SCHOOL,320355,NM
LAKE ARTHUR HIGH SCHOOL,320365,NM
LAS CRUCES HIGH SCHOOL,320370,NM
MAYFIELD HIGH SCHOOL,320372,NM
ONATE HIGH SCHOOL,320373,NM
MESILLA VALLEY CHRISTIAN SCHOOLS,320376,NM
ROBERTSON HIGH SCHOOL,320380,NM
WEST LAS VEGAS HIGH SCHOOL,320387,NM
LOS ALAMOS HIGH SCHOOL,320405,NM
LOS LUNAS HIGH SCHOOL,320410,NM
LOVINGTON HIGH SCHOOL,320415,NM
MORA HIGH SCHOOL,320455,NM
MORIARTY HIGH SCHOOL,320465,NM
MOUNTAINAIR HIGH SCHOOL,320475,NM
LAGUNA ACOMA HIGH SCHOOL,320482,NM
PORTALES HIGH SCHOOL,320505,NM
RATON HIGH SCHOOL,320525,NM
REHOBOTH CHRISTIAN SCHOOL,320530,NM
RESERVE HIGH SCHOOL,320535,NM
RIO RANCHO HIGH SCHOOL,320539,NM
NEW MEXICO MILITARY INSTITUTE,320545,NM
GATEWAY CHRISTIAN SCHOOL,320547,NM
GODDARD HIGH SCHOOL,320548,NM
ROSWELL HIGH SCHOOL,320550,NM
RUIDOSO HIGH SCHOOL,320565,NM
SANTA TERESA HIGH SCHOOL,320570,NM
EAST MOUNTAIN HIGH SCHOOL,320588,NM
ACADEMY FOR TECHNOLOGY AND THE CLASSICS,320592,NM
CAPITAL HIGH SCHOOL,320596,NM
DESERT ACADEMY,320597,NM
SANTA FE WALDORF HIGH SCHOOL,320605,NM
MONTE DEL SOL CHARTER SCHOOL,320609,NM
POJOAQUE HIGH SCHOOL,320610,NM
SAINT MICHAELS HIGH SCHOOL,320620,NM
SANTA FE INDIAN SCHOOL,320625,NM
SANTA FE PREPARATORY SCHOOL,320626,NM
SANTA FE HIGH SCHOOL,320630,NM
SANTA ROSA HIGH SCHOOL,320635,NM
SILVER HIGH SCHOOL,320655,NM
SOCORRO HIGH SCHOOL,320660,NM
TAOS HIGH SCHOOL,320675,NM
TEXICO HIGH SCHOOL,320685,NM
NEWCOMB HIGH SCHOOL,320692,NM
TUCUMCARI HIGH SCHOOL,320700,NM
TULAROSA HIGH SCHOOL,320705,NM
AKRON CENTRAL SCHOOL,330020,NY
DOANE STUART SCHOOL,330030,NY
ALFRED ALMOND CENTRAL SCHOOL,330135,NY
AMSTERDAM HIGH SCHOOL,330175,NY
ARDSLEY HIGH SCHOOL,330210,NY
WEST BABYLON SENIOR HIGH SCHOOL,330287,NY
BALDWIN SENIOR HIGH SCHOOL,330295,NY
BAYSIDE HIGH SCHOOL,330355,NY
BEACON HIGH SCHOOL,330360,NY
CHENANGO VALLEY HIGH SCHOOL,330426,NY
SETON CATHOLIC CENTRAL HIGH SCHOOL,330431,NY
ONTEORA CENTRAL JUNIOR-SENIOR HIGH SCHOOL,330450,NY
BRENTWOOD HIGH SCHOOL ROSS,330495,NY
BRENTWOOD HIGH SCHOOL,330496,NY
EAGLE ACADEMY YOUNG MEN THE,330497,NY
BROADALBIN PERTH HIGH SCHOOL,330520,NY
BROCKPORT HIGH SCHOOL,330525,NY
HERBERT H LEHMAN HIGH SCHOOL,330533,NY
BRONX LEADERSHIP ACADEMY HIGH SCHOOL,330548,NY
ABRAHAM LINCOLN HIGH SCHOOL,330550,NY
THE BRONX GUILD HIGH SCHOOL,330567,NY
BRONX AEROSPACE HIGH SCHOOL,330606,NY
BROOKLYN TECHNICAL HIGH SCHOOL,330630,NY
ACADEMY OF URBAN PLANNING,330639,NY
CLARA BARTON HIGH SCHOOL FOR HEALTH PROFESSIONS,330655,NY
EAST NEW YORK FAMILY ACADEMY,330678,NY
EDWARD R MURROW HIGH SCHOOL,330686,NY
MARIE CURIE SCHOOL MEDICINE NURSING & HLTH PROF,330701,NY
BRONX HEALTH SCIENCES HIGH SCHOOL,330703,NY
WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,330709,NY
FREEDOM ACADEMY,330717,NY
HS FOR ENTERPRISE BUSINESS AND TECHNOLOGY,330736,NY
JAMES MADISON HIGH SCHOOL,330745,NY
LAFAYETTE HIGH SCHOOL,330750,NY
MEDGAR EVERS COLL PREPARATORY HS,330759,NY
METROPOLITAN CORPORATE ACADEMY,330769,NY
YESHIVA TIFERES YISROEL,330772,NY
MIDWOOD HIGH SCHOOL AT BROOKLYN COLLEGE,330775,NY
NEW UTRECHT HIGH SCHOOL,330785,NY
BRONX LAB SCHOOL,330804,NY
SAINT EDMUND PREPARATORY HIGH SCHOOL,330833,NY
BROOKLYN SECONDARY SCHOOL COLLABORATIVE STUDIES,330849,NY
SHEEPSHEAD BAY HIGH SCHOOL,330877,NY
W E B BUBOIS HIGH SCHOOL,330914,NY
BROWNSVILLE ACADEMY HIGH SCHOOL,330993,NY
CITY HONORS SCHOOL AT FMP,331004,NY
CHEEKTOWAGA CENTRAL HIGH SCHOOL,331005,NY
HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL,331035,NY
NARDIN ACADEMY,331075,NY
JOHN F KENNEDY HIGH SCHOOL,331115,NY
SOUTH PARK HIGH SCHOOL,331120,NY
SWEET HOME HIGH SCHOOL,331123,NY
BURNT HILLS-BALLSTON LAKE HIGH SCHOOL,331140,NY
CALEDONIA MUMFORD CENTRAL HIGH SCHOOL,331150,NY
LAW GOVERNMENT AND COMMUNITY SERVICE MAGNET HIGH,331168,NY
CANANDAIGUA ACADEMY,331195,NY
CARTHAGE CENTRAL HIGH SCHOOL,331250,NY
CENTRAL ISLIP HIGH SCHOOL,331290,NY
MARYVALE HIGH SCHOOL,331345,NY
CHESTER ACADEMY,331360,NY
CICERO-NORTH SYRACUSE HIGH SCHOOL,331378,NY
MIDLAKES HIGH SCHOOL,331395,NY
GRAPEVILLE CHRISTIAN SCHOOL,331396,NY
CLYMER CENTRAL SCHOOL,331410,NY
HALDANE HIGH SCHOOL,331435,NY
CROTON-HARMON HIGH SCHOOL,331550,NY
BETHLEHEM CENTRAL HIGH SCHOOL,331595,NY
DEPEW HIGH SCHOOL,331600,NY
JAMESVILLE DEWITT HIGH SCHOOL,331615,NY
GENERAL BROWN HIGH SCHOOL,331625,NY
HALF HOLLOW HILLS HIGH SCHOOL WEST,331627,NY
DOLGEVILLE CENTRAL SCHOOL,331640,NY
EAST AURORA HIGH SCHOOL,331685,NY
EAST MEADOW HIGH SCHOOL,331715,NY
EASTPORT SOUTH MANOR JUNIOR-SENIOR HIGH SCHOOL,331725,NY
WARD MELVILLE HIGH SCHOOL,331740,NY
BISHOP GRIMES JUNIOR SENIOR HIGH SCHOOL,331748,NY
ELDRED CENTRAL SCHOOL,331785,NY
IROQUOIS CENTRAL HIGH SCHOOL,331810,NY
ELMONT MEMORIAL JUNIOR SENIOR HIGH SCHOOL,331837,NY
SHENENDEHOWA HIGH SCHOOL EAST,331845,NY
UNION ENDICOTT HIGH SCHOOL,331850,NY
FAIRPORT HIGH SCHOOL,331870,NY
FAYETTEVILLE MANLIUS HIGH SCHOOL,331895,NY
FLORAL PARK MEMORIAL HIGH SCHOOL,331912,NY
